vid	yid	start	end	raw-text	tokenized-text	gloss	split
ohbo2X3bQoc-00:00:52.840-00:00:56.679	ohbo2X3bQoc	00:00:52.840	00:00:56.679	We're thankful to have had the opportunity to meet with the parents, the students, and the staff.	we 're thankful to have had the opportunity to meet with the parents the students and the staff		train
ohbo2X3bQoc-00:00:49.380-00:00:52.840	ohbo2X3bQoc	00:00:49.380	00:00:52.840	Diversity was also a very important topic during our visits.	diversity was also a very important topic during our visits		train
ohbo2X3bQoc-00:00:44.859-00:00:49.380	ohbo2X3bQoc	00:00:44.859	00:00:49.380	The parents were able to share their concerns with us and we discussed strategies on how to address these important issues.	the parents were able to share their concerns with us and we discussed strategies on how to address these important issues		train
ohbo2X3bQoc-00:00:41.439-00:00:44.859	ohbo2X3bQoc	00:00:41.439	00:00:44.859	During both visits, we were able to meet with students and parents!	during both visits we were able to meet with students and parents		train
ohbo2X3bQoc-00:00:34.259-00:00:41.439	ohbo2X3bQoc	00:00:34.259	00:00:41.439	I'm glad we took this opportunity because in the past we usually visit residential schools for the deaf and we thought, why don't we visit a mainstreamed school to learn how they do things there.	i 'm glad we took this opportunity because in the past we usually visit residential schools for the deaf and we thought why do n't we visit a mainstreamed school to learn how they do things there		train
ohbo2X3bQoc-00:00:30.679-00:00:34.259	ohbo2X3bQoc	00:00:30.679	00:00:34.259	These schools have the largest deaf and hard of hearing student population in the Chicago area.	these schools have the largest deaf and hard of hearing student population in the chicago area		train
ohbo2X3bQoc-00:00:20.961-00:00:30.679	ohbo2X3bQoc	00:00:20.961	00:00:30.679	We visited Hinsdale South High School and Kinzie Elementary School.	we visited hinsdale south high school and kinzie elementary school		train
ohbo2X3bQoc-00:00:16.402-00:00:20.961	ohbo2X3bQoc	00:00:16.402	00:00:20.961	We had a wonderful opportunity to visit two mainstreamed schools this weekend!	we had a wonderful opportunity to visit two mainstreamed schools this weekend		train
ohbo2X3bQoc-00:00:59.859-00:01:02.820	ohbo2X3bQoc	00:00:59.859	00:01:02.820	Now, I'd like to share some news with you all.	now i 'd like to share some news with you all		train
ohbo2X3bQoc-00:03:42.080-00:03:45.340	ohbo2X3bQoc	00:03:42.080	00:03:45.340	We're interested in learning how the NAD can improve your NAD experience.	we 're interested in learning how the nad can improve your nad experience		train
ohbo2X3bQoc-00:01:55.295-00:01:58.474	ohbo2X3bQoc	00:01:55.295	00:01:58.474	Most of the national organizations in the deaf community are also hosting their national conferences as well.	most of the national organizations in the deaf community are also hosting their national conferences as well		train
ohbo2X3bQoc-00:02:01.799-00:02:07.456	ohbo2X3bQoc	00:02:01.799	00:02:07.456	We work hard to ensure that the NAD is represented at your conferences so please invite your NAD representative to your conference!	we work hard to ensure that the nad is represented at your conferences so please invite your nad representative to your conference		train
ohbo2X3bQoc-00:03:32.960-00:03:36.500	ohbo2X3bQoc	00:03:32.960	00:03:36.500	Yes, I'm very excited that we're going to release a community survey soon.	yes i 'm very excited that we 're going to release a community survey soon		train
ohbo2X3bQoc-00:03:27.800-00:03:32.960	ohbo2X3bQoc	00:03:27.800	00:03:32.960	Now, I'll let Corey here share about a project that the Outreach Committee is spearheading.	now i 'll let corey here share about a project that the outreach committee is spearheading		train
ohbo2X3bQoc-00:03:21.159-00:03:25.740	ohbo2X3bQoc	00:03:21.159	00:03:25.740	You can contact them about anything regarding to your area or an issue to bring up with the NAD.	you can contact them about anything regarding to your area or an issue to bring up with the nad		train
ohbo2X3bQoc-00:03:17.280-00:03:21.159	ohbo2X3bQoc	00:03:17.280	00:03:21.159	Feel free to reach out to your Board Representatives to share any concerns.	feel free to reach out to your board representatives to share any concerns		train
ohbo2X3bQoc-00:03:14.099-00:03:17.280	ohbo2X3bQoc	00:03:14.099	00:03:17.280	You'll see pictures of your Region Representatives on the cover page as well.	you 'll see pictures of your region representatives on the cover page as well		train
ohbo2X3bQoc-00:03:09.199-00:03:14.099	ohbo2X3bQoc	00:03:09.199	00:03:14.099	So go ahead and find the one that falls into your region.	so go ahead and find the one that falls into your region		train
ohbo2X3bQoc-00:03:06.240-00:03:09.199	ohbo2X3bQoc	00:03:06.240	00:03:09.199	Click on one of the pages and you will see what states are represented in that region.	click on one of the pages and you will see what states are represented in that region		train
ohbo2X3bQoc-00:02:57.780-00:03:06.240	ohbo2X3bQoc	00:02:57.780	00:03:06.240	"Go to Facebook and search for ""NAD"" or ""National Association of the Deaf"" You will see several Facebook pages -- each region has their own Facebook page."	go to facebook and search for nad or national association of the deaf you will see several facebook pages -- each region has their own facebook page		train
ohbo2X3bQoc-00:02:55.479-00:02:57.774	ohbo2X3bQoc	00:02:55.479	00:02:57.774	If you're not sure who your Board Representatives are, that's okay!	if you 're not sure who your board representatives are that 's okay		train
ohbo2X3bQoc-00:01:58.474-00:02:01.795	ohbo2X3bQoc	00:01:58.474	00:02:01.795	The NAD Board is looking forward to joining you there!	the nad board is looking forward to joining you there		train
ohbo2X3bQoc-00:02:49.659-00:02:55.479	ohbo2X3bQoc	00:02:49.659	00:02:55.479	If you are a U.S. resident, you should know that you have NAD Board members who represent you and your region.	if you are a u.s. resident you should know that you have nad board members who represent you and your region		train
ohbo2X3bQoc-00:02:44.379-00:02:45.219	ohbo2X3bQoc	00:02:44.379	00:02:45.219	Hello!	hello		train
ohbo2X3bQoc-00:02:41.639-00:02:42.719	ohbo2X3bQoc	00:02:41.639	00:02:42.719	Thank you!	thank you		train
ohbo2X3bQoc-00:02:37.300-00:02:41.639	ohbo2X3bQoc	00:02:37.300	00:02:41.639	Thanks to your continued support, we will be able to reach our goals.	thanks to your continued support we will be able to reach our goals		train
ohbo2X3bQoc-00:02:35.439-00:02:37.300	ohbo2X3bQoc	00:02:35.439	00:02:37.300	Our work is not done.	our work is not done		train
ohbo2X3bQoc-00:02:30.560-00:02:35.439	ohbo2X3bQoc	00:02:30.560	00:02:35.439	In closing, I'd like to say thank you all for your ongoing support for the NAD.	in closing i 'd like to say thank you all for your ongoing support for the nad		train
ohbo2X3bQoc-00:02:26.520-00:02:29.680	ohbo2X3bQoc	00:02:26.520	00:02:29.680	You all are more than welcome to join us!	you all are more than welcome to join us		train
ohbo2X3bQoc-00:02:21.560-00:02:26.520	ohbo2X3bQoc	00:02:21.560	00:02:26.520	Keep an eye on www.nad.org/2015nltc for further details and updates about NLTC.	keep an eye on www.nad.org/2015nltc for further details and updates about nltc		train
ohbo2X3bQoc-00:02:17.620-00:02:21.560	ohbo2X3bQoc	00:02:17.620	00:02:21.560	We are thrilled with the NLTC preparations.	we are thrilled with the nltc preparations		train
ohbo2X3bQoc-00:02:07.456-00:02:17.616	ohbo2X3bQoc	00:02:07.456	00:02:17.616	After the summer we're excited to host the 2015 NAD Leadership Training Conference (NLTC) in Birmingham, Alabama on September 24-26.	after the summer we 're excited to host the 2015 nad leadership training conference nltc in birmingham alabama on september 24-26		train
ohbo2X3bQoc-00:02:45.219-00:02:49.120	ohbo2X3bQoc	00:02:45.219	00:02:49.120	I'd like to quickly share an update from the Outreach committee.	i 'd like to quickly share an update from the outreach committee		train
Lp6gueznBhs-00:02:39.000-00:02:42.000	Lp6gueznBhs	00:02:39.000	00:02:42.000	We are disappointed that they did not want to do the right thing.	we are disappointed that they did not want to do the right thing		train
ElqX77ZzdmE-00:01:03.365-00:01:04.027	ElqX77ZzdmE	00:01:03.365	00:01:04.027	Five!	five		train
ElqX77ZzdmE-00:01:08.790-00:01:10.090	ElqX77ZzdmE	00:01:08.790	00:01:10.090	Hi!	hi		train
TXG7lKNAD-c-00:00:46.719-00:00:49.920	TXG7lKNAD-c	00:00:46.719	00:00:49.920	Reach out to them or contact the NAD!	reach out to them or contact the nad		train
TXG7lKNAD-c-00:00:38.859-00:00:45.740	TXG7lKNAD-c	00:00:38.859	00:00:45.740	Maybe they will realize that they did not think this through, that they did not realize how this would impact the deaf community.	maybe they will realize that they did not think this through that they did not realize how this would impact the deaf community		train
TXG7lKNAD-c-00:00:32.179-00:00:38.859	TXG7lKNAD-c	00:00:32.179	00:00:38.859	Maybe you can add to the bill, and expand on deaf related topics.	maybe you can add to the bill and expand on deaf related topics		train
TXG7lKNAD-c-00:00:26.859-00:00:31.780	TXG7lKNAD-c	00:00:26.859	00:00:31.780	Sometimes, they will be more than willing to explain because they are familiar with it.	sometimes they will be more than willing to explain because they are familiar with it		train
TXG7lKNAD-c-00:00:24.100-00:00:26.859	TXG7lKNAD-c	00:00:24.100	00:00:26.859	What s your intention for writing this bill?	what s your intention for writing this bill		train
TXG7lKNAD-c-00:00:18.940-00:00:22.059	TXG7lKNAD-c	00:00:18.940	00:00:22.059	Sit down with them and ask what their intentions are.	sit down with them and ask what their intentions are		train
TXG7lKNAD-c-00:00:03.200-00:00:18.940	TXG7lKNAD-c	00:00:03.200	00:00:18.940	If you see a bill that you re not sure if it is a good or bad bill, you can always contact the NAD or the person who wrote the bill.	if you see a bill that you re not sure if it is a good or bad bill you can always contact the nad or the person who wrote the bill		train
ElqX77ZzdmE-00:04:32.920-00:04:36.060	ElqX77ZzdmE	00:04:32.920	00:04:36.060	Happy anniversary Howard.	happy anniversary howard		train
ElqX77ZzdmE-00:04:31.062-00:04:32.920	ElqX77ZzdmE	00:04:31.062	00:04:32.920	Congratulations!	congratulations		train
ElqX77ZzdmE-00:04:27.939-00:04:30.939	ElqX77ZzdmE	00:04:27.939	00:04:30.939	We want to thank you for everything you've done for us.	we want to thank you for everything you 've done for us		train
ElqX77ZzdmE-00:04:05.574-00:04:20.769	ElqX77ZzdmE	00:04:05.574	00:04:20.769	On behalf of the NAD Board and all the deaf and hard of hearing people in America we want to say happy anniversary to Howard Rosenblum for achieving his two year milestone as the CEO of the NAD.	on behalf of the nad board and all the deaf and hard of hearing people in america we want to say happy anniversary to howard rosenblum for achieving his two year milestone as the ceo of the nad		train
ElqX77ZzdmE-00:04:03.860-00:04:05.360	ElqX77ZzdmE	00:04:03.860	00:04:05.360	Hi!	hi		train
ElqX77ZzdmE-00:03:58.355-00:04:03.659	ElqX77ZzdmE	00:03:58.355	00:04:03.659	As soon as you arrived at the NAD, you've been working hard for 730 days!	as soon as you arrived at the nad you 've been working hard for 730 days		train
ElqX77ZzdmE-00:03:55.695-00:03:57.699	ElqX77ZzdmE	00:03:55.695	00:03:57.699	Wow!	wow		train
ElqX77ZzdmE-00:03:51.157-00:03:55.159	ElqX77ZzdmE	00:03:51.157	00:03:55.159	Thank you for all your hard work.	thank you for all your hard work		train
ElqX77ZzdmE-00:03:49.139-00:03:50.840	ElqX77ZzdmE	00:03:49.139	00:03:50.840	You are champ!	you are champ		train
ElqX77ZzdmE-00:03:47.956-00:03:48.960	ElqX77ZzdmE	00:03:47.956	00:03:48.960	Congratulations again!	congratulations again		train
ElqX77ZzdmE-00:03:44.179-00:03:47.879	ElqX77ZzdmE	00:03:44.179	00:03:47.879	And now you're steamrolling in DC, I hope for more great things to come from you.	and now you 're steamrolling in dc i hope for more great things to come from you		train
ElqX77ZzdmE-00:03:42.206-00:03:44.159	ElqX77ZzdmE	00:03:42.206	00:03:44.159	And all the different fun memories we had together in Chicago.	and all the different fun memories we had together in chicago		train
ElqX77ZzdmE-00:04:21.120-00:04:27.720	ElqX77ZzdmE	00:04:21.120	00:04:27.720	We're proud of your work and achievements in the last two years.	we 're proud of your work and achievements in the last two years		train
ElqX77ZzdmE-00:03:36.912-00:03:42.110	ElqX77ZzdmE	00:03:36.912	00:03:42.110	I remember MCLD, Chicago, the Cubs, and of course, sushi.	i remember mcld chicago the cubs and of course sushi		train
